序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,467000,10.30%
2,2327,國巨*,694000,6.98%
3,2454,聯發科,164000,6.28%
4,2383,台光電子,115000,5.62%
5,6223,旺矽,77000,4.55%
6,2308,台達電子,220000,3.86%
7,3017,奇鋐,158000,3.65%
8,2345,智邦,145000,3.40%
9,3037,欣興,368000,3.38%
10,2303,聯電,2223000,3.32%
11,6274,台燿,213000,3.18%
12,2344,華邦電子,1792000,3.01%
13,4958,臻鼎-KY,547000,2.91%
14,6515,穎崴,33000,2.59%
15,5274,信驊科技,16000,2.42%
16,3189,景碩科技,282000,2.21%
17,2408,南亞科,564000,2.10%
18,6669,緯穎,46000,2.04%
19,8358,金居開發,380000,1.97%
20,3711,日月光投控,312000,1.94%
21,2368,金像電子,173000,1.86%
22,5536,聖暉*,151000,1.79%
23,3665,貿聯-KY,88000,1.56%
24,3264,欣銓,754000,1.54%
25,2881,富邦金控,1157000,1.25%
26,3443,創意電子,26000,1.16%
27,2885,元大金,1539000,0.90%
28,2883,凱基金控,3315000,0.83%
29,2890,永豐金控,2242000,0.79%
30,2882,國泰金,880000,0.74%
31,2891,中信金,1150000,0.72%
32,8996,高力,44000,0.60%
33,2347,聯強,678000,0.56%
34,2472,立隆,126000,0.47%
35,6196,帆宣,86000,0.43%
36,6446,藥華醫藥,36000,0.43%
37,8021,尖點,86000,0.43%
38,3045,台灣大,405000,0.42%
39,3481,群創光電,706000,0.42%
40,5904,寶雅,70000,0.42%
41,3044,健鼎科技,91000,0.41%
42,3406,玉晶光,72000,0.41%
43,2412,中華電,318000,0.40%
44,2637,慧洋-KY,629000,0.40%
45,2618,長榮航,994000,0.39%
46,4904,遠傳,424000,0.39%
47,6147,頎邦,200000,0.39%
48,3008,大立光電,10000,0.38%
49,3357,臺慶科,119000,0.32%
50,1303,南亞,136000,0.22%
