序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,336000,8.38%
2,2454,聯發科,133000,6.17%
3,2383,台光電子,99000,4.79%
4,6223,旺矽,77000,4.36%
5,1303,南亞,1629000,3.96%
6,2059,川湖,28000,3.55%
7,3017,奇鋐,105000,3.45%
8,3443,創意電子,50000,3.35%
9,2408,南亞科,665000,3.34%
10,3037,欣興,305000,2.95%
11,6669,緯穎,134191,2.95%
12,5274,信驊科技,15600,2.94%
13,2345,智邦,138000,2.56%
14,6274,台燿,183000,2.49%
15,2344,華邦電子,1260000,2.21%
16,3189,景碩科技,266000,2.21%
17,3665,貿聯-KY,99000,2.05%
18,6515,穎崴,32000,2.02%
19,8046,南電,181000,1.99%
20,2368,金像電子,200000,1.96%
21,3231,緯創,1003000,1.93%
22,2455,全新,348000,1.91%
23,4958,臻鼎-KY,388000,1.90%
24,2308,台達電子,108000,1.87%
25,2303,聯電,1197000,1.82%
26,3008,大立光電,29000,1.80%
27,8996,高力,134000,1.79%
28,6805,富世達,75000,1.61%
29,3264,欣銓,574000,1.45%
30,3081,聯亞光電,46000,1.29%
31,3653,健策,22000,1.21%
32,6139,亞翔工程,165000,1.18%
33,2327,國巨*,165000,0.90%
34,6147,頎邦,378000,0.82%
35,2337,旺宏,637000,0.76%
36,5289,宜鼎國際,52872,0.69%
37,8210,勤誠興業,75000,0.69%
38,3036,文曄,312000,0.66%
39,8358,金居開發,121000,0.60%
40,3131,弘塑科技,24000,0.59%
41,6510,精測,18000,0.59%
42,8299,群聯電子,24000,0.49%
43,3044,健鼎科技,90000,0.47%
44,6239,力成,165000,0.47%
45,2347,聯強,448000,0.41%
46,3702,大聯大,359000,0.41%
47,6415,矽力*-KY,93000,0.39%
48,2313,華通,165000,0.37%
49,2449,京元電子,134000,0.37%
50,3042,晶技,196000,0.36%
51,2885,元大金,105360,0.07%
