序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,341000,8.33%
2,2454,聯發科,133000,6.18%
3,2383,台光電子,99000,5.21%
4,6223,旺矽,80000,4.57%
5,1303,南亞,1669000,3.87%
6,2408,南亞科,684000,3.58%
7,2059,川湖,28000,3.46%
8,3017,奇鋐,105000,3.40%
9,6669,緯穎,134191,3.10%
10,3037,欣興,323000,3.04%
11,5274,信驊科技,15600,2.96%
12,3443,創意電子,50000,2.94%
13,2345,智邦,138000,2.66%
14,6274,台燿,191000,2.53%
15,6515,穎崴,32000,2.43%
16,2344,華邦電子,1262000,2.34%
17,3189,景碩科技,273000,2.15%
18,2368,金像電子,200000,2.12%
19,2308,台達電子,114000,2.03%
20,4958,臻鼎-KY,401000,2.00%
21,3665,貿聯-KY,100000,1.91%
22,8046,南電,185000,1.87%
23,3231,緯創,953000,1.75%
24,2303,聯電,1241000,1.68%
25,2455,全新,327000,1.66%
26,3008,大立光電,25000,1.60%
27,8996,高力,128000,1.55%
28,3081,聯亞光電,47000,1.33%
29,3264,欣銓,564000,1.25%
30,6139,亞翔工程,165000,1.21%
31,3653,健策,22000,1.20%
32,2327,國巨*,165000,0.92%
33,2337,旺宏,637000,0.79%
34,6805,富世達,36000,0.77%
35,5289,宜鼎國際,52872,0.71%
36,6147,頎邦,368000,0.68%
37,8210,勤誠興業,68000,0.61%
38,3036,文曄,312000,0.58%
39,3131,弘塑科技,22000,0.57%
40,6510,精測,16000,0.57%
41,8358,金居開發,108000,0.55%
42,8299,群聯電子,24000,0.49%
43,6239,力成,165000,0.45%
44,3044,健鼎科技,90000,0.43%
45,2347,聯強,448000,0.39%
46,2313,華通,165000,0.38%
47,6415,矽力*-KY,93000,0.38%
48,3702,大聯大,359000,0.37%
49,2449,京元電子,134000,0.35%
50,3042,晶技,196000,0.33%
51,2885,元大金,105360,0.07%
