序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,341000,8.24%
2,2454,聯發科,133000,5.83%
3,2383,台光電子,99000,5.29%
4,6223,旺矽,80000,4.07%
5,2059,川湖,28000,3.80%
6,1303,南亞,1669000,3.72%
7,3017,奇鋐,105000,3.50%
8,6669,緯穎,134191,3.35%
9,2408,南亞科,684000,3.30%
10,3037,欣興,323000,3.01%
11,3443,創意電子,50000,2.93%
12,2345,智邦,138000,2.91%
13,5274,信驊科技,15600,2.81%
14,6274,台燿,191000,2.59%
15,6515,穎崴,32000,2.26%
16,2368,金像電子,200000,2.22%
17,2344,華邦電子,1262000,2.15%
18,3189,景碩科技,273000,2.14%
19,3665,貿聯-KY,100000,2.12%
20,2308,台達電子,114000,2.03%
21,8046,南電,185000,2.02%
22,4958,臻鼎-KY,401000,1.88%
23,3231,緯創,953000,1.81%
24,3008,大立光電,25000,1.80%
25,2455,全新,327000,1.73%
26,2303,聯電,1241000,1.57%
27,8996,高力,128000,1.53%
28,3081,聯亞光電,47000,1.48%
29,3264,欣銓,564000,1.29%
30,3653,健策,22000,1.25%
31,6139,亞翔工程,165000,1.19%
32,2327,國巨*,165000,0.85%
33,6805,富世達,36000,0.76%
34,2337,旺宏,637000,0.75%
35,5289,宜鼎國際,52872,0.72%
36,6147,頎邦,368000,0.70%
37,8210,勤誠興業,68000,0.65%
38,3036,文曄,312000,0.60%
39,6510,精測,16000,0.54%
40,3131,弘塑科技,22000,0.53%
41,8358,金居開發,108000,0.51%
42,8299,群聯電子,24000,0.48%
43,6239,力成,165000,0.46%
44,3044,健鼎科技,90000,0.44%
45,2313,華通,165000,0.39%
46,2347,聯強,448000,0.39%
47,6415,矽力*-KY,93000,0.39%
48,3702,大聯大,359000,0.37%
49,2449,京元電子,134000,0.35%
50,3042,晶技,196000,0.34%
51,2885,元大金,105360,0.07%
